Номер,Слово,Встречаемость
6004,правою,2
6005,опирается,1
6006,костыль,2
6007,вычурно,1
6008,имеют,3
6009,пышные,1
6010,фразы,3
6011,трогает,1
6012,драпируются,1
6013,возвышенные,1
6014,исключительные,1
6015,страдания,2
6016,производить,1
6017,эффект,2
6018,наслаждение,3
6019,романтическим,1
6020,провинциалкам,1
6021,старость,1
6022,делаются,1
6023,мирными,1
6024,помещиками,1
6025,пьяницами,1
6026,добрых,1
6027,свойств,1
6028,грош,1
6029,поэзии,1
6030,грушницкого,21
6031,страсть,5
6032,декламировать,1
6033,закидывал,1
6034,словами,1
6035,выходил,1
6036,круга,2
6037,обыкновенных,2
6038,понятий,1
6039,спорить,2
6040,отвечает,2
6041,возражения,2
6042,слушает,2
6043,остановитесь,1
6044,начинает,4
6045,тираду,1
6046,по-видимому,2
6047,имеющую,1
6048,связь,1
6049,продолжение,6
6050,остер,2
6051,эпиграммы,3
6052,забавны,1
6053,метки,1
6054,злы,2
6055,убьет,1
6056,словом,2
6057,слабых,1
6058,струн,1
6059,занимался,1
6060,цель,2
6061,героем,3
6062,созданное,1
6063,мира,2
6064,обреченное,1
6065,тайным,1
6066,страданиям,1
6067,уверился,1
6068,оттого-то,3
6069,наружно,1
6070,дружеских,1
6071,отношениях,1
6072,слывет,1
6073,отличным,1
6074,храбрецом,1
6075,кричит,1
6076,бросается,1
6077,зажмуря,1
6078,русская,2
6079,храбрость,2
6080,чувствую,6
6081,столкнемся,1
6082,одному,5
6083,несдобровать,1
6084,приезд,1
6085,фанатизма,1
6086,отцовской,1
6087,деревни,1
6088,мрачным,1
6089,соседке,1
6090,служить,1
6091,ищет,1
6092,ваша,5
6093,чистая,1
6094,содрогнется,1
6095,поймете,1
6096,далее,1
6097,вступить,2
6098,останется,3
6099,вечною,1
6100,тайной,2
6101,небесами,1
6102,сбрасывает,1
6103,трагическую,1
6104,мантию,1
6105,мил,1
6106,забавен,1
6107,любопытно,2
6108,старается,2
6109,старыми,1
6110,приятелями,3
6111,расспрашивать,1
6112,образе,1
6113,водах,5
6114,примечательных,1
6115,лицах,1
6116,ведем,1
6117,прозаическую,1
6118,пьющие,2
6119,вялы,1
6120,больные,5
6121,вино,1
6122,повечеру,1
6123,несносны,1
6124,здоровые,1
6125,женские,1
6126,небольшое,1
6127,вист,1
6128,одеваются,1
6129,по-французски,3
6130,нынешний,1
6131,москвы,1
6132,княгиня,28
6133,лиговская,7
6134,незнаком,2
6135,солдатская,4
6136,печать,3
6137,отвержения,1
6138,возбуждает,1
6139,милостыня,1
6140,прошли,2
6141,колодцу,3
6142,пожилая,1
6143,молоденькая,1
6144,стройная,1
6145,лиц,2
6146,шляпками,1
6147,разглядел,1
6148,одеты,1
6149,строгим,2
6150,правилам,1
6151,вкуса,1
6152,лишнего,3
6153,закрытое,1
6154,серо-жемчужного,2
6155,цвета,5
6156,франц,30
6157,шелковая,1
6158,косынка,1
6159,гибкой,2
6160,ботинки,1
6161,красновато-бурого,2
6162,стягивали,1
6163,щиколотки,1
6164,сухощавую,1
6165,ножку,1
6166,мило,3
6167,посвященный,1
6168,таинства,1
6169,ахнул,1
6170,удивления,1
6171,благородная,1
6172,девственное,1
6173,ускользающее,1
6174,определения,1
6175,понятное,1
6176,взору,1
6177,прошла,3
6178,неизъяснимым,1
6179,ароматом,1
6180,записка,2
6181,милой,4
6182,английский,1
6183,покраснев,2
6184,познакомиться,7
6185,армейцев,1
6186,диких,1
6187,толстой,3
6188,шинелью,2
6189,подходит,2
6190,услужливо,1
6191,подает,1
6192,московский,1
6193,франт,1
6194,раевич,1
6195,игрок,1
6196,золотой,1
6197,огромной,2
6198,извивается,1
6199,голубому,1
6200,жилету,1
6201,трость,2
6202,робинзона,1
6203,крузоэ,1
6204,борода,1
6205,прическа,2
6206,по-мужицки,2
6207,озлоблен,1
6208,рода,1
6209,человеческого,2
6210,отошли,2
6211,колодца,11
6212,поравнялись,2
6213,драматическую,2
6214,позу,1
6215,костыля,1
6216,милый,4
6217,ненавижу,4
6218,презирать,4
6219,отвратительным,2
6220,фарсом,2
6221,хорошенькая,2
6222,подарила,1
6223,оратора,1
6224,долгим,1
6225,любопытным,1
6226,взором,3
6227,выражение,2
6228,взора,4
6229,неопределенно,1
6230,насмешливо,1
6231,внутренно,5
6232,поздравил,1
6233,прехорошенькая,1
6234,бархатные,3
6235,присвоить,1
6236,верхние,1
6237,ресницы,1
6238,длинны,1
6239,лучи,2
6240,отражаются,1
6241,зрачках,1
6242,блеска,1
6243,мягки,1
6244,гладят,1
6245,хорошего,1
6246,белы,1
6247,твою,2
6248,пышную,1
6249,фразу,2
6250,говоришь,1
6251,женщине,4
6252,английской,1
6253,подделаться,1
6254,тон,1
6255,презираю,5
6256,женщин,12
6257,нелепой,2
6258,мелодрамой,2
6259,повернулся,3
6260,полчаса,6
6261,гулял,2
6262,виноградным,1
6263,аллеям,1
6264,известчатым,1
6265,висящим,1
6266,поспешил,1
6267,проходя,7
6268,кислосерного,1
6269,источника,2
6270,крытой,2
6271,галереи,3
6272,вздохнуть,1
6273,тенью,2
6274,доставило,1
6275,свидетелем,3
6276,любопытной,1
6277,действующие,1
6278,находились,1
6279,каком,1
6280,положении,1
6281,московским,1
6282,галерее,1
6283,заняты,2
6284,серьезным,1
6285,разговором,1
6286,допив,1
6287,прохаживалась,1
6288,спрятался,3
6289,уронил,1
6290,песок,1
6291,усиливался,1
6292,нагнуться,1
6293,больная,2
6294,нога,3
6295,мешала,1
6296,бежняжка,1
6297,ухитрялся,1
6298,опираясь,2
6299,выразительное,1
6300,изображало,1
6301,страдание,3
6302,видела,1
6303,птички,1
6304,подскочила,1
6305,нагнулась,1
6306,подала,1
6307,телодвижением,1
6308,исполненным,1
6309,невыразимой,1
6310,прелести,1
6311,покраснела,6
6312,оглянулась,1
6313,галерею,1
6314,убедившись,1
6315,маменька,2
6316,видала,2
6317,поблагодарить,1
6318,матерью,2
6319,приняла,2
6320,чинный,1
6321,важный,1
6322,заметила,2
6323,страстного,3
6324,провожал,1
6325,спустившись,1
6326,липками,1
6327,бульвара,2
6328,шляпка,3
6329,улицу,2
6330,домов,6
6331,пятигорска,3
6332,раскланялась,1
6333,раевичем,1
6334,пожимая,1
6335,чистейшего,1
6336,простодушия,1
6337,сторож,1
6338,поспешнее,1
6339,надеясь,2
6340,получить,1
6341,понятно,1
6342,ужасную,1
6343,гримасу,1
6344,ступил,1
6345,простреленную,1
6346,тронут,1
6347,сияла,1
6348,лгал,1
6349,побесить,1
6350,врожденная,1
6351,противоречить,1
6352,грустных,1
6353,неудачных,1
6354,противоречий,1
6355,рассудку,1
6356,энтузиаста,1
6357,обдает,1
6358,крещенским,1
6359,холодом,1
6360,частые,1
6361,сношения,1
6362,вялым,1
6363,флегматиком,1
6364,мечтателя,1
6365,знакомое,1
6366,пробежало,1
6367,мгновение,1
6368,зависть,3
6369,смело,1
6370,признаваться,1
6371,найдется,2
6372,встретив,2
6373,хорошенькую,2
6374,приковавшую,1
6375,праздное,1
6376,отличившую,1
6377,ненакомого,1
6378,живший,1
6379,большом,2
6380,привыкший,1
6381,самлюбие,1
6382,поражен,1
6383,грушницким,6
6384,бульвару,1
6385,окон,6
6386,мутно-нежных,1
6387,действуют,1
6388,навел,1
6389,лорнет,5
6390,дерзкий,2
6391,рассердил,2
6392,шутку,3
6393,смеет,2
6394,кавказский,2
6395,армеец,1
6396,наводить,1
6397,стеклышко,1
6398,московскую,1
6399,княжну,10
6400,доктор,41
6401,вернер,15
6402,удивительного,2
6403,иванова,1
6404,немец,1
6405,замечательный,1
6406,скептик,1
6407,материалист,1
6408,медики,2
6409,поэт,2
6410,написал,1
6411,стихов,1
6412,изучал,2
6413,живые,1
6414,струны,1
6415,изучают,1
6416,жилы,1
6417,трупа,1
6418,умел,2
6419,воспользоваться,1
6420,знанием,1
6421,отличный,1
6422,анатомик,1
6423,исподтишка,1
6424,насмехался,1
6425,больными,1
6426,умирающим,1
6427,солдатом,1
6428,беден,1
6429,мечтал,1
6430,миллионах,1
6431,денег,1
6432,шагу,2
6433,скорее,6
6434,одолжение,1
6435,врагу,1
6436,значило,1
6437,продавать,1
6438,благотворительность,1
6439,ненависть,1
6440,усилится,1
6441,соразмерно,1
6442,великодушию,1
6443,противника,1
6444,злой,2
6445,язык,2
6446,вывескою,1
6447,добряк,1
6448,прослыл,1
6449,пошлым,1
6450,дураком,1
6451,соперники,1
6452,завистливые,1
6453,водяные,1
6454,распустили,1
6455,рисует,1
6456,карикатуры,1
6457,больных,1
6458,взбеленились,1
6459,отказали,1
6460,истинно,2
6461,порядочные,1
6462,служившие,1
6463,старались,3
6464,восстановить,1
6465,упадший,1
6466,кредит,1
6467,наружность,3
6468,поражают,1
6469,выучится,1
6470,неправильных,1
6471,чертах,1
6472,испытанной,1
6473,высокой,3
6474,примеры,1
6475,влюблялись,1
6476,таких,4
6477,променяли,1
6478,безобразия,1
6479,красоту,1
6480,свежих,1
6481,розовых,1
6482,эндимионов,1
6483,справедливость,1
6484,инстинкт,2
6485,душевной,3
6486,подобные,1
6487,вернеру,2
6488,мал,1
6489,ростом,1
6490,худ,1
6491,слаб,1
6492,короче,1
6493,байрона,2
6494,сравнении,1
6495,туловищем,1
6496,огромна,1
6497,стриг,1
6498,гребенку,1
6499,неровности,1
6500,черепа,1
6501,обнаруженные,1
6502,поразили,1
6503,френолога,1
6504,странным,2
6505,сплетением,1
6506,противоположных,1
6507,наклонностей,1
6508,беспокойные,1
6509,проникнуть,2
6510,одежде,2
6511,заметны,1
6512,вкус,1
6513,опрятность,1
6514,худощавые,1
6515,жилистые,1
6516,красовались,1
6517,светло-желтых,1
6518,перчатках,1
6519,жилет,1
6520,постоянно,2
6521,прозвала,1
6522,мефистофелем,1
6523,сердился,2
6524,прозвание,1
6525,льстило,1
6526,самолюбию,2
6527,поняли,1
6528,неспособен,2
6529,раб,1
6530,признается,3
6531,рабом,2
6532,повелевать,2
6533,труд,1
6534,утомительный,1
6535,обманывать,3
6536,лакеи,1
6537,вернера,2
6538,многочисленного,1
6539,шумного,1
6540,молодежи,2
6541,принял,5
6542,конец,4
6543,философско-метафизическое,1
6544,направление,2
6545,толковали,2
6546,убеждениях,1
6547,убежден,4
6548,разностях,1
6549,касается,5
6550,желая,1
6551,богаче,2
6552,убеждение,2
6553,прегадкий,1
6554,несчастие,2
6555,родиться,1
6556,говорим,1
6557,вздор,9
6558,умнее,1
6559,отличили,1
6560,толпе,4
6561,сходились,2
6562,отвлеченных,1
6563,предметах,1
6564,серьезно,2
6565,взаимно,2
6566,морочим,1
6567,посмотрев,4
6568,делали,1
6569,римские,3
6570,авгуры,5
6571,жрецы-гадатели,2
6572,марк,2
6573,туллий,2
6574,цицерон,2
6575,писатель,2
6576,оратор,2
6577,политический,2
6578,деятель,2
6579,древнего,2
6580,рима,2
6581,гадании,2
6582,встрече,2
6583,удерживались,2
6584,цицерона,1
6585,хохотать,3
6586,нахохотавшись,1
6587,расходились,1
6588,довольные,1
6589,диване,1
6590,устремив,1
6591,потолок,2
6592,заложив,2
6593,кресла,3
6594,беспокоят,1
6595,мухи,1
6596,замолчали,5
6597,заметьте,1
6598,дураков,2
6599,двое,1
6600,умных,1
6601,знаем,6
6602,заране,1
6603,бесконечности,2
6604,спорим,1
6605,сокровенные,1
6606,видим,2
6607,зерно,1
6608,каждого,3
6609,тройную,1
6610,оболочку,1
6611,печальное,1
6612,смешное,1
6613,равнодушны,1
6614,самих,1
6615,размена,1
6616,чувств,4
6617,мыслей,2
6618,хотим,3
6619,остается,4
6620,новость,1
6621,утомленный,1
6622,долгой,1
6623,речью,1
6624,подумавши,1
6625,вашей,5
6626,галиматье,1
6627,идея,3
6628,начинайте,1
6629,продолжая,1
6630,какие-нибудь,3
6631,кого-нибудь,4
6632,приехавших,1
6633,догадываюсь,1
6634,ком,2
6635,заботитесь,1
6636,спрашивали,1
6637,разговаривать,2
6638,читаем,2
6639,умные,2
6640,слушателей,1
6641,рассказчиков,1
6642,делу,1
6643,спрашивала,2
6644,грушницком,2
6645,дар,1
6646,соображения,1
6647,уверена,6
6648,солдатской,3
6649,шинели,5
6650,разжалован,1
6651,дуэль,3
6652,оставили,2
6653,приятном,1
6654,заблуждении,2
6655,завязка,1
6656,восхищении,1
6657,развязке,2
6658,комедии,5
6659,похлопочем,1
6660,судьба,11
6661,заботится,1
6662,предчувствую,1
6663,жертвой,2
6664,встречала,2
6665,известно,2
6666,наделала,1
6667,шума,1
6668,ваших,5
6669,похождениях,1
6670,прибавляя,1
6671,сплетням,1
6672,дочка,1
6673,слушала,4
6674,воображении,1
6675,новом,1
6676,вкусе,1
6677,противоречил,1
6678,княгине,9
6679,протянув,1
6680,пожал,7
6681,чувством,2
6682,представлю,1
6683,всплеснув,1
6684,героев,1
6685,представляют,1
6686,знакомятся,1
6687,спасая,1
6688,любезную,1
6689,волочиться,3
6690,торжествую,1
6691,понимаете,2
6692,огорчает,1
6693,открываю,1
6694,тайн,2
6695,отгадывали,1
6696,отпереться,1
6697,описать,2
6698,маменьку,2
6699,дочкой,1
6700,сорока,1
6701,красные,1
6702,пятна,1
6703,провела,1
6704,растолстела,1
6705,соблазнительные,1
6706,анекдоты,2
6707,неприличные,1
6708,объявила,2
6709,невинна,1
6710,голубь,1
6711,спокойна,1
6712,лечится,1
6713,ревматизма,1
6714,стакана,1
6715,купаться,1
6716,разводной,1
6717,ванне,2
6718,питает,1
6719,уважение,2
6720,уму,1
6721,знаниям,1
6722,дочки,2
6723,читала,1
6724,по-английски,1
6725,алгебру,1
6726,барышни,5
6727,ученость,1
6728,делают,2
6729,мужчины,3
6730,любезны,1
6731,кокетничать,1
6732,умной,1
6733,несносно,1
6734,московская,1
6735,питаются,2
6736,сорокалетними,1
6737,остряками,1
6738,некоторую,1
6739,практику,1
6740,продолжайте,1
6741,рассуждать,2
6742,чувствах,1
6743,страстях,1
6744,прочее,4
6745,зиму,1
6746,понравился,1
6747,видали,1
6748,адъютант,1
6749,натянутый,1
6750,гвардеец,1
6751,какая-то,1
6752,дама,2
6753,новоприезжих,1
6754,родственница,1
6755,княгини,11
6756,мужу,1
6757,блондинка,1
6758,правильными,1
6759,чертами,1
6760,чахоточный,1
6761,правой,2
6762,щеке,3
6763,родинка,2
6764,выразительностью,1
6765,торжественно,1
6766,положив,1
6767,знакома,1
6768,билось,5
6769,обыкновенного,5
6770,торжествовать,3
6771,измените,1
6772,узнаю,1
6773,вашем,2
6774,портрете,1
6775,старину,1
6776,говорите,5
6777,спросит,1
6778,отнеситесь,1
6779,пожав,3
6780,ужасная,2
6781,грусть,4
6782,стеснила,1
6783,свела,1
6784,приехала,1
6785,зная,1
6786,встретит,1
6787,встретимся,1
6788,предчувствия,1
6789,обманывали,1
6790,прошедшее,4
6791,приобретало,1
6792,власть,5
6793,всякое,1
6794,напоминание,1
6795,минувшей,1
6796,радости,6
6797,болезненно,2
6798,ударяет,1
6799,извлекает,1
6800,глупо,2
6801,создан,2
6802,забываю,1
6803,обеда,6
6804,бульвар,2
6805,скамье,2
6806,окруженные,2
6807,молодежью,1
6808,любезничала,1
6809,наперерыв,1
6810,поместился,1
6811,некотором,1
6812,д,1
6813,сумасшедшие,1
6814,любопытство,4
6815,привлекло,1
6816,окружавших,1
6817,покинули,1
6818,присоединились,1
6819,кружку,1
6820,умолкал,1
6821,умны,1
6822,глупости,2
6823,насмешки,4
6824,оригиналами,1
6825,неистовства,1
6826,увеселять,1
6827,публику,2
6828,захождения,1
6829,ручку,3
6830,проходила,1
6831,сопровождаемая,1
6832,хромым,2
6833,старичком,2
6834,упадая,1
6835,выражал,1
6836,досаду,1
6837,выразить,2
6838,равнодушие,3
6839,рассказывал,2
6840,спросила,1
6841,возвратившихся,1
6842,вежливости,1
6843,занимательную,1
6844,подвиги,1
6845,сражениях,1
6846,намерением,1
6847,кольнуть,2
6848,сердитесь,2
6849,следил,3
6850,хищный,1
6851,зверь,1
6852,спускал,2
6853,кто-нибудь,5
6854,представил,1
6855,рада,2
6856,подвинулись,1
6857,ненавидит,1
6858,пересказали,1
6859,две-три,1
6860,счет,3
6861,колкие,1
6862,лестные,1
6863,хорошему,1
6864,обществу,2
6865,короток,1
6866,петербургскими,1
6867,кузинами,1
6868,тетушками,1
6869,стараюсь,3
6870,встречаемся,2
6871,бульваре,4
6872,употребляю,1
6873,отвлекать,1
6874,обожателей,1
6875,блестящих,1
6876,адъютантов,1
6877,москвичей,1
6878,ненавидел,1
6879,гостей,3
6880,полон,1
6881,дом,7
6882,обедают,2
6883,ужинают,1
6884,шампанское,1
6885,торжествует,1
6886,магнетических,1
6887,глазок,1
6888,магазине,1
6889,челахова,1
6890,торговала,1
6891,персидский,1
6892,ковер,2
6893,упрашивала,1
6894,скупиться,1
6895,кабинет,1
6896,сорок,1
6897,рублей,2
6898,лишних,2
6899,перекупил,1
6900,взглядом,3
6901,блистало,1
6902,восхитительное,1
6903,провести,1
6904,черкескую,1
6905,ковром,1
6906,драматический,1
6907,хочет,5
6908,проповедовать,1
6909,ополчение,1
6910,адъютанта,1
6911,кланяются,1
6912,таинственный,1
6913,закинув,1
6914,хромает,1
6915,княгиней,1
6916,комплимент,1
6917,княжне,15
6918,разборчива,1
6919,лиговскими,4
6920,помилуй,4
6921,приятный,2
6922,здешнее,2
6923,нездешнее,1
6924,бываешь,1
6925,напрашиваться,1
6926,водится,1
6927,носил,1
6928,эдак,1
6929,интереснее,1
6930,умеешь,1
6931,пользоваться,2
6932,выгодным,1
6933,положением,1
6934,чувствительной,1
6935,делает,2
6936,страдальцем,1
6937,самодовольно,3
6938,влюблена,2
6939,покраснел,4
6940,ушей,2
6941,надулся,1
6942,рычаг,1
6943,архимед,1
6944,приподнять,1
6945,земной,1
6946,шар,1
6947,сердится,1
6948,знают,3
6949,претензии,1
6950,нравиться,2
6951,приятным,1
6952,домом,1
6953,победители,1
6954,петербургские,2
6955,тают,1
6956,радуйся,1
6957,вступил,2
6958,третье,1
6959,неприятный,2
6960,вспомнив,1
6961,милую,1
6962,выходку,1
6963,сказывать,1
6964,дурном,1
6965,замечании,1
6966,мила,1
6967,знакомы,1
6968,называют,2
6969,счастие,3
6970,понравиться,3
6971,серьезный,2
6972,недурна,1
6973,берегись,3
6974,платонической,1
6975,любовью,2
6976,примешивая,1
6977,замужестве,1
6978,платоническая,1
6979,беспокойная,2
6980,хотят,2
6981,забавляли,1
6982,сряду,1
6983,погиб,1
6984,невозвратно,1
6985,твое,1
6986,возбуждать,2
6987,удовлетворять,1
6988,тревожить,2
6989,публично,3
6990,пренебрежет,1
6991,мнением,1
6992,назовет,1
6993,вознаградить,2
6994,мучить,3
6995,терпеть,2
6996,приобретешь,1
6997,власти,3
6998,права,6
6999,тобою,2
7000,накокетничается,1
7001,вдоволь,1
7002,выйдет,1
7003,урода,1
7004,покорности,1
7005,маменьке,1
7006,несчастна,1
7007,хотело,1
7008,соединить,1
7009,страстное,1
7010,благородное,2
7011,хохотал,2
7012,влюблен,2
7013,появилось,1
7014,серебряное,1
7015,кольцо,2
7016,чернью,1
7017,здешней,1
7018,подозрительным,1
7019,мелкими,2
7020,вырезано,1
7021,внутренней,1
7022,число,2
7023,знаменитый,1
7024,утаил,1
7025,вынуждать,1
7026,признаний,1
7027,выбрал,1
7028,поверенные,1
7029,прихожу,1
7030,мохнатые,1
7031,тучки,1
7032,обещая,1
7033,грозу,1
7034,дымилась,1
7035,загашенный,1
7036,факел,1
7037,вились,1
7038,серые,3
7039,задержанные,1
7040,стремлении,1
7041,зацепившиеся,1
7042,колючий,1
7043,напоен,1
7044,электричеством,1
7045,углубился,1
7046,виноградную,1
7047,аллею,1
7048,ведущую,2
7049,грот,1
7050,родинкой,1
7051,родинками,1
7052,размышляя,1
7053,самому,3
7054,гроту,1
7055,прохладной,1
7056,свода,1
7057,каменной,1
7058,соломенной,1
7059,шляпке,1
7060,окутанная,1
7061,черной,3
7062,шалью,1
7063,закрывала,1
7064,нарушить,1
7065,мечтаний,1
7066,вскрикнул,1
7067,забытый,1
7068,звуке,1
7069,глубокими,1
7070,спокойными,1
7071,выражалась,1
7072,упрек,3
7073,переменились,3
7074,многом,1
7075,замужем,3
7076,существовала,3
7077,выдернула,2
7078,запылали,1
7079,второго,1
7080,ревнив,1
7081,молод,2
7082,хорош,1
7083,боишься,1
7084,отчаянье,1
7085,прошептала,1
7086,ненавидеть,2
7087,страданий,3
7088,склонилась,1
7089,забываются,1
7090,обнял,2
7091,оставались,1
7092,сблизились,1
7093,слились,1
7094,упоительный,1
7095,холодны,3
7096,разговоров,1
7097,повторить,2
7098,запомнить,1
7099,значение,4
7100,звуков,1
7101,дополняет,1
7102,итальянской,1
7103,опере,1
7104,мужем,4
7105,мельком,1
7106,страдает,1
7107,ревматизмами,1
7108,позволил,2
7109,уважает,1
7110,странная,2
7111,человеческое,1
7112,женское,3
7113,особенности,1
7114,веры,10
7115,семен,1
7116,васильевич,1
7117,гв,1
7118,лиговской,5
7119,отвлечь,1
7120,планы,1
7121,расстроились,1
7122,период,1
7123,ищут,1
7124,сильно,4
7125,любимым,2
7126,немногими,1
7127,привязанности,1
7128,делался,1
7129,любимой,1
7130,приобретал,1
7131,волей,2
7132,сердцем,2
7133,непобедимую,1
7134,дорожу,2
7135,боялись,2
7136,выпустить,1
7137,магнетическое,1
7138,влияния,1
7139,сильного,1
7140,организма,1
7141,встретить,2
7142,упорным,1
7143,характером,2
7144,победить,1
7145,врагами,1
7146,пятью,1
7147,годами,1
7148,больна,8
7149,боюсь,6
7150,чахотки,1
7151,болезни,1
7152,медленная,2
7153,горячка,3
7154,языке,1
7155,гроза,1
7156,застала,1
7157,гроте,2
7158,удержала,2
7159,заставляла,1
7160,клясться,1
7161,верности,1
7162,вверилась,1
7163,прежней,1
7164,беспечностью,1
7165,обману,1
7166,силах,1
7167,разлучимся,1
7168,веки,1
7169,путями,1
7170,гроба,1
7171,воспоминание,3
7172,неприкосновенным,1
7173,повторял,1
7174,верит,1
7175,противное,1
7176,кустарниками,2
7177,скалами,1
7178,сжалось,1
7179,расставания,1
7180,обарадовался,1
7181,чувству,1
7182,молодость,2
7183,благотворными,1
7184,прощальный,2
7185,память,2
7186,подумать,1
7187,бледно,1
7188,свежо,1
7189,гибки,1
7190,густые,3
7191,кудри,2
7192,вьются,1
7193,горят,2
7194,кипит,1
7195,возвратясь,4
7196,степь,1
7197,скакать,1
7198,горячей,1
7199,пустынного,1
7200,жадностью,2
7201,глотаю,1
7202,благовонный,1
7203,устремляю,1
7204,взоры,1
7205,синюю,2
7206,уловить,1
7207,туманные,1
7208,очерки,1
7209,предметов,1
7210,яснее,2
7211,горесть,1
7212,томило,1
7213,рассеется,1
7214,победит,1
7215,тревогу,2
7216,женского,2
7217,виде,4
7218,кудрявых,1
7219,озаренных,1
7220,южным,1
7221,голубого,2
7222,внимая,1
7223,шуму,1
7224,потока,1
7225,падающего,1
7226,зевающие,1
7227,вышках,1
7228,скачущего,1
7229,нужды,1
7230,мучились,1
7231,загадкой,1
7232,черкеса,2
7233,черкесском,1
7234,костюме,1
7235,похож,3
7236,кабардинца,1
7237,многие,10
7238,благородной,1
7239,боевой,1
7240,одежды,1
7241,совершенный,2
7242,денди,2
7243,галуна,1
7244,ценное,1
7245,простой,1
7246,отделке,1
7247,мех,1
7248,короткий,1
7249,ноговицы,1
7250,черевики,1
7251,пригнаны,1
7252,всевозможной,1
7253,точностью,1
7254,черкеска,1
7255,темно-бурая,1
7256,горскую,1
7257,посадку,1
7258,польстить,1
7259,признавая,1
7260,искусство,1
7261,верховой,1
7262,езде,1
7263,лад,1
7264,держу,4
7265,четырех,1
7266,приятелей,1
7267,полям,1
7268,берут,1
7269,удовольствием,2
7270,ездят,1
7271,пополудни,1
7272,обедать,1
7273,немецкую,1
7274,колонию,1
7275,пикник,2
7276,опускаясь,1
7277,небольшие,1
7278,протекают,1
7279,шумные,1
7280,ручьи,1
7281,сенью,1
7282,высоких,2
7283,трав,2
7284,возвышаются,1
7285,громады,1
7286,змеиной,1
7287,лысой,1
7288,оврагов,1
7289,называемых,1
7290,здешнем,2
7291,наречии,1
7292,напоить,1
7293,шумная,1
7294,блестящая,1
7295,кавалькада,2
7296,голубых,1
7297,амазонках,1
7298,кавалеры,2
7299,костюмах,1
7300,составляющих,1
7301,смесь,3
7302,черкесского,3
7303,нижегородским,5
7304,перефразировка,2
7305,чацкого,2
7306,грибоедова,2
7307,господствует,2
7308,смешенье,2
7309,языков,2
7310,французского,2
7311,княжною,1
7312,верят,1
7313,нападениям,1
7314,черкесов,4
7315,белого,1
7316,поэтому,1
7317,сверх,1
7318,пару,1
7319,пистолетов,2
7320,смешон,2
7321,геройском,1
7322,облечении,1
7323,высокий,2
7324,куст,1
7325,листья,1
7326,отгадать,1
7327,выражениям,1
7328,сентиментальный,2
7329,приблизились,1
7330,спуску,1
7331,повод,2
7332,княжны,9
7333,разговора,3
7334,россия,1
7335,кавалер,3
7336,тысячи,1
7337,помешала,1
7338,знакомству,1
7339,протечет,1
7340,незаметно,1
7341,дикарей,1
7342,посылал,1
7343,черкес,2
7344,ужасе,1
7345,разуверить,2
7346,бойтесь,3
7347,сударыня,2
7348,опасен,2
7349,ваш,7
7350,смутилась,1
7351,ошибки,1
7352,предположение,3
7353,справедливо,1
7354,недовольный,1
7355,одиннадцать,3
7356,гулять,2
7357,липовой,2
7358,аллее,2
7359,город,2
7360,окнах,2
7361,огни,3
7362,утесов,2
7363,отрасли,1
7364,лежало,1
7365,зловещее,1
7366,облачко,1
7367,подымался,1
7368,бахромой,1
7369,снеговые,1
7370,оклики,1
7371,часовых,1
7372,перемежались,1
7373,шумом,3
7374,горячих,2
7375,ключей,1
7376,спущенных,1
7377,звучный,1
7378,раздавался,3
7379,сопровождаемый,1
7380,скрыпом,1
7381,нагайской,1
7382,арбы,1
7383,заунывным,1
7384,татарским,1
7385,припевом,1
7386,чувствовал,5
7387,излить,1
7388,дружеском,1
7389,разговоре,1
7390,дорого,2
7391,пожать,3
7392,неровные,1
7393,шаги,3
7394,думает,5
7395,разжалованный,1
7396,рассеянно,5
7397,нашла,1
7398,неслыханная,1
7399,дерзость,4
7400,воспитан,1
7401,намерение,3
7402,оскорбить,2
7403,наглый,1
7404,высокого,1
7405,мнения,2
7406,ошибается,2
7407,вступиться,1
7408,о-го,2
7409,приятных,1
7410,зевая,1
7411,раскаиваешься,1
7412,захочу,1
7413,посмотрим,2
7414,сделать,6
7415,подожду,1
7416,наскучит,2
7417,шататься,1
7418,засну,1
7419,ресторацию,3
7420,игра,1
7421,сильные,1
7422,ощущения,1
7423,проиграться,1
7424,неделя,1
7425,жду,5
7426,удобного,2
7427,следует,1
7428,разговоры,1
7429,бесконечны,1
7430,мать,4
7431,обращает,1
7432,жених,1
7433,логика,1
7434,матерей,1
7435,подметил,1
7436,нежных,1
7437,выходила,1
7438,опустили,1
7439,стаканы,1
7440,можем,1
7441,видеться,3
7442,подписке,1
7443,зале,2
7444,ресторации,7
7445,танцевать,5
7446,мазурку,9
7447,зала,1
7448,превратилась,1
7449,залу,4
7450,благородного,3
7451,собрания,3
7452,девять,1
7453,съехались,1
7454,последних,2
7455,завистью,1
7456,недоброжелательством,1
7457,одевается,1
7458,вкусом,1
7459,почитают,2
7460,здешними,1
7461,аристократками,1
7462,утаив,1
7463,примкнулись,1
7464,высший,1
7465,низший,1
7466,окном,2
7467,прижав,1
7468,стеклу,1
7469,богини,1
7470,просиял,1
7471,танцы,1
7472,начались,2
7473,польским,1
7474,заиграли,1
7475,вальс,1
7476,шпоры,1
7477,зазвенели,1
7478,фалды,2
7479,поднялись,1
7480,закружились,1
7481,осененной,1
7482,розовыми,1
7483,перьями,1
7484,пышность,1
7485,напоминала,1
